rank	name	verdict
2623	apache-airflow-providers-airbyte	notp
2624	alibabacloud-tea	notp
2625	igraph	notp
2626	types-python-jose	notp
2627	usort	notp
2628	pagefind	
2629	azure-containerregistry	notp
2630	colour	notp
2631	flask-httpauth	notp
2632	winkerberos	tp
2633	httpx-retries	tp
2634	fastexcel	notp
2635	mpire	notp
2636	comfyui-workflow-templates-core	
2637	dogpile-cache	notp
2638	comfyui-workflow-templates-media-other	
2639	fastembed	notp
2640	types-aiobotocore-lambda	notp
2641	comfyui-workflow-templates-media-image	
2642	aiohttp-socks	notp
2643	robotframework-pythonlibcore	notp
2644	exa-py	
2645	pytest-test-groups	tp
2646	dagster-cloud-cli	
2647	sgqlc	notp
2648	mypy-boto3-cloudwatch	notp
2649	alibabacloud-gateway-spi	
2650	asyncpg-stubs	notp
2651	comfyui-workflow-templates-media-video	
2652	commitizen	tp
2653	crontab	notp
2654	opencv-contrib-python-headless	notp
2655	clickhouse-sqlalchemy	notp
2656	tree-sitter-go	notp
2657	chess	notp
2658	aiosonic	notp
2659	pyinotify	notp
2660	array-record	
2661	pytest-bdd	tp
2662	schemathesis	notp
2663	dbt-duckdb	tp
2664	python-xlib	notp
2665	types-aiobotocore-ec2	notp
2666	valkey	tp
2667	onecache	
2668	easydict	notp
2669	latex2mathml	notp
2670	testing-common-database	notp
2671	taskgroup	tp
2672	undetected-chromedriver	notp
2673	googlemaps	notp
2674	scandir	notp
2675	mss	notp
2676	onnxscript	notp
2677	crossplane	notp
2678	pytest-vcr	notp
2679	ndjson	notp
2680	puccinialin	tp
2681	types-confluent-kafka	notp
2682	firecrawl-py	notp
2683	pyautogui	notp
2684	pytweening	notp
2685	testing-postgresql	notp
2686	poetry-plugin-pypi-mirror	notp
2687	flatten-json	notp
2688	pyscreeze	notp
2689	jiwer	
2690	pytest-github-actions-annotate-failures	notp
2691	pygetwindow	notp
2692	nvidia-cuda-runtime-cu11	
2693	chex	tp
2694	dotty-dict	
2695	tinydb	notp
2696	spandrel	
2697	ufmt	tp
2698	ddapm-test-agent	notp
2699	anndata	tp
2700	mkdocs-redirects	
2701	qh3	tp
2702	ariadne	tp
2703	pyseccomp	notp
2704	dnslib	notp
2705	result	notp
2706	flask-admin	tp
2707	pdoc	notp
2708	types-xmltodict	notp
2709	jsonpath-rw	notp
2710	numpy-typing-compat	tp
2711	pydantic-yaml	tp
2712	retry2	notp
2713	mwparserfromhell	tp
2714	mediapipe	notp
2715	mypy-boto3-events	notp
2716	pyrect	notp
2717	flask-openid	notp
2718	meltano	tp
2719	nvidia-cuda-nvrtc-cu11	
2720	pyramid-mako	notp
2721	pysam	tp
2722	fluent-syntax	notp
2723	raven	notp
2724	mouseinfo	notp
2725	landlock	notp
2726	tpu-info	notp
2727	lakefs	notp
2728	uhashring	notp
2729	lazy-model	
2730	pytest-messenger	notp
2731	databases	notp
2732	opentelemetry-instrumentation-tortoiseorm	notp
2733	supafunc	tp
2734	zc-lockfile	notp
2735	nvidia-cuda-nvcc-cu12	
2736	mleap	notp
2737	apache-airflow-providers-oracle	notp
2738	mongoengine	
2739	types-aiobotocore-rds	notp
2740	django-js-asset	notp
2741	ansi2html	
2742	nats-py	notp
2743	emmet-api	tp
2744	nvidia-cudnn-frontend	notp
2745	coincurve	
2746	mypy-boto3-sagemaker	notp
2747	grandalf	notp
2748	uncertainties	tp
2749	pandasql	notp
2750	types-networkx	notp
2751	aiogoogle	notp
2752	pyside6-essentials	
2753	mypy-boto3-dataexchange	notp
2754	zeroconf	tp
2755	panel	tp
2756	shiboken6	
2757	celery-types	notp
2758	country-converter	tp
2759	ephem	notp
2760	pyramid-debugtoolbar	
2761	opentelemetry-instrumentation-pika	notp
2762	tree-sitter-rust	notp
2763	opentelemetry-instrumentation-tornado	notp
2764	iterative-telemetry	tp
2765	databricks-pypi1	
2766	python-calamine	tp
2767	mypy-boto3-scheduler	notp
2768	comfyui-workflow-templates-media-api	
2769	flashtext	notp
2770	flask-bcrypt	notp
2771	pyramid-jinja2	notp
2772	adbc-driver-postgresql	notp
2773	pyppeteer	notp
2774	types-aiobotocore-cloudformation	notp
2775	autograd-gamma	notp
2776	resampy	notp
2777	dash-core-components	
2778	readerwriterlock	notp
2779	cron-converter	notp
2780	extract-msg	notp
2781	playwright-stealth	notp
2782	pygeohash	tp
2783	comfyui-frontend-package	
2784	mem0ai	
2785	tables	
2786	braintree	
2787	jschema-to-python	notp
2788	pyopengl	tp
2789	apache-sedona	tp
2790	progress	notp
2791	cheroot	tp
2792	exchange-calendars	tp
2793	types-oauthlib	notp
2794	flake8-docstrings	notp
2795	pi-heif	notp
2796	janus	tp
2797	mypy-boto3-emr	notp
2798	pytest-freezegun	notp
2799	types-dateparser	notp
2800	pyte	notp
2801	koalas	notp
2802	reedsolo	notp
2803	opentelemetry-instrumentation-psycopg	notp
2804	swig	tp
2805	kylinpy	notp
2806	types-docker	notp
2807	ml-collections	notp
2808	torchcodec	tp
2809	azure-mgmt-devtestlabs	notp
2810	inflector	notp
2811	pytest-profiling	notp
2812	langgraph-runtime-inmem	
2813	rjsmin	
2814	pyroscope-io	
2815	pymongo-search-utils	tp
2816	awscli-local	notp
2817	django-structlog	tp
2818	types-lxml	tp
2819	pytest-timeouts	notp
2820	pyvirtualdisplay	notp
2821	urllib3-future	tp
2822	types-markupsafe	notp
2823	chdb	notp
2824	pyannote-audio	
2825	kagglehub	notp
2826	hatch-requirements-txt	notp
2827	vk-api	notp
2828	azure-cognitiveservices-speech	
2829	confuse	tp
2830	wassima	tp
2831	pyvis	notp
2832	dash-html-components	notp
2833	torchao	notp
2834	types-jinja2	notp
2835	azure-mgmt-resourcegraph	notp
2836	nulltype	
2837	dvc	tp
2838	brotlipy	tp
2839	optimum	notp
2840	pyroute2	notp
2841	python-nvd3	notp
2842	localstack-core	notp
2843	fasttext	notp
2844	types-chardet	notp
2845	pytest-codspeed	tp
2846	ratelimiter	notp
2847	py-vapid	notp
2848	pglast	notp
2849	submitit	notp
2850	databricks-feature-engineering	
2851	apache-airflow-providers-celery	notp
2852	wand	notp
2853	pytest-wake	
2854	atlasclient	notp
2855	legacy-api-wrap	tp
2856	agent-client-protocol	notp
2857	mkdocs-literate-nav	tp
2858	iopath	
2859	pyobjc-framework-quartz	notp
2860	mkdocs-mermaid2-plugin	notp
2861	aioredis	notp
2862	wordcloud	notp
2863	mypy-boto3-elbv2	notp
2864	portpicker	notp
2865	setuptools-git-versioning	tp
2866	jh2	tp
2867	mypy-boto3-textract	notp
2868	mypy-boto3-cognito-idp	notp
2869	pyannote-core	
2870	niquests	tp
2871	marimo	tp
2872	func-timeout	notp
2873	dotmap	notp
2874	obstore	tp
2875	google-cloud-artifact-registry	tp
2876	timing-asgi	notp
2877	numpydoc	tp
2878	shareplum	notp
2879	dash-table	
2880	sanic	tp
2881	biothings-client	notp
2882	mapbox-earcut	tp
2883	django-formtools	notp
2884	pytest-snapshot	notp
2885	mailchimp-transactional	
2886	requests-aws-sign	notp
2887	mmcif	notp
2888	pyannote-database	
2889	djangorestframework-csv	notp
2890	pylint-django	notp
2891	pyquaternion	
2892	pytest-celery	notp
2893	ajsonrpc	notp
2894	fastapi-mail	notp
2895	duckdb-engine	tp
2896	sphinxcontrib-redoc	notp
2897	sanic-routing	notp
2898	docling-parse	tp
2899	typeshed-client	notp
2900	tree-sitter-c	notp
2901	filterpy	notp
2902	language-tags	notp
2903	libtmux	tp
2904	azure-mgmt-datalake-analytics	notp
2905	sudachipy	notp
2906	singledispatch	notp
2907	ghstack	tp
2908	ibis-framework	tp
2909	pyexcel-xls	tp
2910	langchain-groq	tp
2911	yacs	notp
2912	model-hosting-container-standards	
2913	ptpython	notp
2914	deepeval	notp
2915	plantuml-markdown	notp
2916	standard-chunk	
2917	dohq-artifactory	
2918	frida	
2919	amazon-textract-response-parser	notp
2920	compressed-rtf	notp
2921	opentelemetry-instrumentation-aiokafka	notp
2922	buildkite-test-collector	notp
2923	flask-openapi3	notp
2924	connectorx	
2925	modin	tp
2926	flake8-pyproject	tp
2927	aiodataloader	tp
2928	aiocsv	notp
2929	dagster-dbt	
2930	capstone	
2931	mypy-boto3-route53	notp
2932	apache-airflow-providers-pagerduty	notp
2933	rcssmin	
2934	sshfs	
2935	tree-sitter-java	
2936	pywebpush	notp
2937	comfyui-embedded-docs	notp
2938	mygene	notp
2939	mypy-boto3-bedrock	notp
2940	webvtt-py	notp
2941	anysqlite	
2942	easygui	notp
2943	azure-monitor-ingestion	notp
2944	types-authlib	notp
2945	textblob	tp
2946	dicttoxml	notp
2947	gnupg	notp
2948	comfy-aimdo	tp
2949	django-countries	notp
2950	pyre-extensions	
2951	dagster-slack	
2952	hdijupyterutils	notp
2953	us	notp
2954	autovizwidget	notp
2955	tensorflow-hub	notp
2956	python-consul	notp
2957	synapseml	notp
2958	pyannote-metrics	
2959	standard-aifc	
2960	wechatpayv3	tp
2961	sudachidict-core	notp
2962	virtualenv-clone	notp
2963	pytimeparse2	notp
2964	onnx-ir	tp
2965	types-ipaddress	notp
2966	telethon	notp
2967	aiortc	notp
2968	bio	notp
2969	gprofiler-official	
2970	crowdstrike-falconpy	tp
2971	mypy-boto3-codebuild	notp
2972	plux	tp
2973	django-anymail	tp
2974	aws-sam-cli	notp
2975	pydantic-xml	notp
2976	testpath	notp
2977	libsass	
2978	turbopuffer	notp
2979	strands-agents-tools	tp
2980	pip-licenses	tp
2981	datacompy	tp
2982	apache-airflow-providers-dbt-cloud	notp
2983	pem	tp
2984	django-axes	notp
2985	granian	
2986	ibm-db	
2987	bubus	tp
2988	dominate	notp
2989	graphemeu	notp
2990	xarray-einstats	tp
2991	livekit-plugins-silero	notp
2992	imapclient	notp
2993	pytest-factoryboy	tp
2994	mkdocs-techdocs-core	
2995	types-click	notp
2996	devtools	notp
2997	node-semver	notp
2998	elastic-apm	tp
2999	prometheus-api-client	notp
3000	pylibsrtp	notp
3001	openapi-schema-pydantic	notp
3002	easyocr	notp
3003	semchunk	notp
3004	datadog-lambda	notp
3005	beanie	tp
3006	html-text	notp
3007	pytest-docker-tools	tp
3008	asyncio-throttle	notp
3009	requests-auth	
3010	flask-openapi3-swagger	notp
3011	mypy-boto3-eks	notp
3012	oyaml	notp
3013	polyline	notp
3014	xmljson	notp
3015	flufl-lock	
3016	celery-redbeat	tp
3017	fastapi-health	notp
3018	django-polymorphic	notp
3019	pyquery	notp
3020	plaid-python	notp
3021	pyside6	
3022	opentelemetry-instrumentation-pymysql	notp
3023	types-bleach	notp
3024	opentelemetry-instrumentation-elasticsearch	notp
3025	ascii-magic	notp
3026	wurlitzer	notp
3027	restrictedpython	notp
3028	aws-msk-iam-sasl-signer-python	notp
3029	mypy-boto3-cognito-identity	notp
3030	adbc-driver-sqlite	notp
3031	robotframework-requests	notp
3032	html5tagger	notp
3033	dash-ag-grid	tp
3034	alibabacloud-credentials-api	
3035	tonyg-rfc3339	notp
3036	mimesis	notp
3037	mypy-boto3-autoscaling	notp
3038	truefoundry-sdk	
3039	analytics-python	notp
3040	textdistance	notp
3041	mypy-boto3-emr-serverless	notp
3042	mysql-connector	notp
3043	py-rust-stemmers	
3044	types-jmespath	notp
3045	geocoder	notp
3046	opentelemetry-instrumentation-confluent-kafka	notp
3047	mkdocs-git-revision-date-localized-plugin	tp
3048	pylev	notp
3049	luigi	notp
3050	tracerite	notp
3051	pyside6-addons	
3052	opentelemetry-instrumentation-groq	tp
3053	sqllineage	tp
3054	mypy-boto3-cloudfront	notp
3055	param	tp
3056	signxml	tp
3057	qwen-vl-utils	notp
3058	keystoneauth1	
3059	plac	notp
3060	webdataset	notp
3061	boost-histogram	tp
3062	azure-mgmt-consumption	notp
3063	docling-ibm-models	tp
3064	setuptools-git	notp
3065	azure	notp
3066	aioice	notp
3067	robotframework-seleniumlibrary	notp
3068	plotly-express	notp
3069	azureml-core	
3070	ratelim	notp
3071	oletools	notp
3072	pywinauto	notp
3073	hyperpyyaml	notp
3074	pytest-watcher	
3075	vtk	
3076	inscriptis	notp
3077	mypy-boto3-bedrock-agent-runtime	notp
3078	pathlib-mate	notp
3079	python-baseconv	notp
3080	opentelemetry-instrumentation-falcon	notp
3081	click-help-colors	notp
3082	cross-web	tp
3083	pcodedmp	notp
3084	redlock-py	
3085	versioningit	notp
3086	litellm-proxy-extras	tp
3087	pytest-testmon	
3088	einx	notp
3089	django-picklefield	notp
3090	z3-solver	tp
3091	python-pam	notp
3092	browserforge	notp
3093	pybase62	notp
3094	openinference-instrumentation-langchain	notp
3095	docxtpl	notp
3096	sphinxcontrib-websupport	notp
3097	bump2version	notp
3098	aiohttp-jinja2	notp
3099	fluent-runtime	notp
3100	docker-image-py	notp
3101	apache-airflow-providers-microsoft-azure	notp
3102	azure-ai-formrecognizer	notp
3103	hologram	notp
3104	pip-hello-world	
3105	types-flask-cors	notp
3106	numpy-quaternion	notp
3107	simple-pid	
3108	camel-converter	
3109	vector-quantize-pytorch	notp
3110	import-deps	notp
3111	rfc3339	
3112	mypy-boto3-firehose	notp
3113	pysmi	notp
3114	mypy-boto3-resourcegroupstaggingapi	notp
3115	mypy-boto3-application-autoscaling	notp
3116	pygerduty	notp
3117	flatdict	tp
3118	redisvl	notp
3119	opentelemetry-processor-baggage	notp
3120	bullmq	notp
3121	azure-mgmt-notificationhubs	notp
3122	jaraco-text	notp
3123	pyupgrade	notp
3124	semantic-link-sempy	
3125	dict2xml	notp
3126	langchain-huggingface	tp
3127	josepy	notp
3128	nacos-sdk-python	notp
3129	docusign-esign	
3130	ddgs	notp
3131	opentelemetry-instrumentation-boto	notp
3132	alembic-postgresql-enum	tp
3133	token-bucket	notp
3134	mypy-boto3-elasticache	notp
3135	lunarcalendar	notp
3136	sqlite-vec	
3137	fabric-analytics-notebook-plugin	
3138	smartsheet-python-sdk	
3139	types-stripe	notp
3140	pandas-market-calendars	tp
3141	azure-multiapi-storage	notp
3142	flake8-comprehensions	tp
3143	loro	tp
3144	textual-speedups	
3145	pulpcore	tp
3146	cdp-use	
3147	tecton	
3148	selenium-wire	notp
3149	reductoai	notp
3150	fabric-analytics-sdk	
3151	hist	tp
3152	http-message-signatures	tp
3153	sphinx-tabs	notp
3154	patchright	tp
3155	tensordict	tp
3156	banal	notp
3157	pyfaidx	notp
3158	mypy-boto3-organizations	notp
3159	polling	
3160	mypy-boto3-sagemaker-runtime	notp
3161	glfw	notp
3162	azure-loganalytics	notp
3163	mypy-boto3-bedrock-agent	notp
3164	coremltools	notp
3165	openai-whisper	notp
3166	python-lsp-jsonrpc	notp
3167	azure-servicefabric	notp
3168	ddt	notp
3169	voyageai	
3170	opentelemetry-instrumentation-pyramid	notp
3171	aws-lambda-builders	notp
3172	databricks-dlt	
3173	ydata-profiling	tp
3174	colored	
3175	hiddenlayer-sdk	notp
3176	deepgram-sdk	tp
3177	mypy-boto3-connect	notp
3178	mypy-boto3-iot	notp
3179	mypy-boto3-opensearch	notp
3180	mypy-boto3-config	notp
3181	uwsgi	
3182	mypy-boto3-efs	notp
3183	databricks-pypi2	
3184	azure-mgmt-logic	notp
3185	types-werkzeug	notp
3186	argparse-addons	notp
3187	gitmatch	notp
3188	mypy-boto3-ce	notp
3189	rtfde	notp
3190	apache-airflow-providers-datadog	notp
3191	speechbrain	
3192	treelib	tp
3193	svix	
3194	pymatgen	tp
3195	stone	notp
3196	xattr	tp
3197	pudb	
3198	deep-translator	notp
3199	mypy-boto3-cloudtrail	notp
3200	mypy-boto3-sso	notp
3201	exchangelib	notp
3202	update-checker	notp
3203	mypy-boto3-sesv2	notp
3204	types-greenlet	notp
3205	mypy-boto3-pricing	notp
3206	shyaml	notp
3207	itypes	notp
3208	pytest-memray	notp
3209	wonderwords	notp
3210	dbt-clickhouse	tp
3211	protoc-gen-openapiv2	notp
3212	click-aliases	
3213	s3cmd	
3214	newrelic-telemetry-sdk	tp
3215	opentelemetry-propagator-jaeger	notp
3216	backports-weakref	notp
3217	mypy-boto3-ram	notp
3218	xlsx2csv	tp
3219	apache-airflow-providers-mongo	notp
3220	mkdocs-section-index	tp
3221	mypy-boto3-acm	notp
3222	elasticsearch-dbapi	
3223	mypy-boto3-quicksight	notp
3224	aws-cdk-aws-lambda-python-alpha	notp
3225	python3-xlib	
3226	kagglesdk	notp
3227	jinja2-cli	tp
3228	textwrap3	notp
3229	mypy-boto3-transfer	notp
3230	hdbscan	notp
3231	mypy-boto3-s3control	notp
3232	mypy-boto3-apigatewaymanagementapi	notp
3233	azure-mgmt-relay	notp
3234	mypy-boto3-redshift	notp
3235	backports-tempfile	notp
3236	jsonnet	
3237	mypy-boto3-guardduty	notp
3238	types-jwcrypto	notp
3239	mypy-boto3-dms	notp
3240	devicecheck	notp
3241	mypy-boto3-identitystore	notp
3242	mypy-boto3-imagebuilder	notp
3243	mockito	
3244	polling2	notp
3245	mailchimp-marketing	
3246	contextvars	notp
3247	logging-azure-rest	notp
3248	mypy-boto3-bedrock-agentcore-control	notp
3249	pyhpke	tp
3250	djangorestframework-api-key	notp
3251	jsonschema-spec	tp
3252	css-inline	notp
3253	setuptools-golang	notp
3254	nothing	
3255	mypy-boto3-service-quotas	notp
3256	mypy-boto3-translate	notp
3257	pydantic-to-typescript	
3258	mailgun	notp
3259	opentelemetry-instrumentation-aio-pika	notp
3260	mypy-boto3-ebs	notp
3261	types-maxminddb	notp
3262	browser-use-sdk	
3263	nebius	
3264	polyleven	tp
3265	mypy-boto3-codedeploy	notp
3266	model-bakery	tp
3267	mypy-boto3-timestream-write	notp
3268	requests-sigv4	
3269	dvc-data	tp
3270	django-compressor	notp
3271	drf-nested-routers	notp
3272	mypy-boto3-medialive	notp
3273	m3u8	notp
3274	flake8-import-order	tp
3275	dateutils	notp
3276	pyannote-pipeline	
3277	pybtex	
3278	coreapi	notp
3279	libtpu	
3280	unsloth	notp
3281	tensorflow-datasets	notp
3282	mypy-boto3-s3tables	notp
3283	types-pyserial	notp
3284	apache-airflow-providers-apache-kafka	notp
3285	mypy-boto3-mediaconvert	notp
3286	throttled-py	tp
3287	django-hijack	tp
3288	mypy-boto3-securityhub	notp
3289	mypy-boto3-sso-admin	notp
3290	rembg	notp
3291	mypy-boto3-iot-data	notp
3292	mypy-boto3-backup	notp
3293	fido2	notp
3294	mypy-boto3-sdb	notp
3295	mypy-boto3-datazone	notp
3296	mypy-boto3-appconfig	notp
3297	mypy-boto3-timestream-query	notp
3298	mypy-boto3-elb	notp
3299	mypy-boto3-comprehendmedical	notp
3300	sagemaker-serve	
3301	mypy-boto3-transcribe	notp
3302	types-reportlab	notp
3303	asyncclick	tp
3304	mypy-boto3-comprehend	notp
3305	mypy-boto3-es	notp
3306	mypy-boto3-license-manager	notp
3307	mypy-boto3-bedrock-agentcore	notp
3308	mypy-boto3-importexport	notp
3309	oslo-utils	
3310	mypy-boto3-appmesh	notp
3311	asteroid-filterbanks	notp
3312	flake8-isort	notp
3313	mypy-boto3-route53resolver	notp
3314	paddleocr	notp
3315	mypy-boto3-fms	notp
3316	columnar	
3317	databricks-labs-remorph	tp
3318	mypy-boto3-appconfigdata	notp
3319	mypy-boto3-support	notp
3320	img2pdf	
3321	whatthepatch	
3322	django-mysql	tp
3323	autocommand	notp
3324	mypy-boto3-workspaces	notp
3325	opentelemetry-instrumentation-mysql	notp
3326	tbb	
3327	mypy-boto3-dlm	notp
3328	mypy-boto3-qbusiness	notp
3329	django-ninja	notp
3330	latexcodec	notp
3331	verspec	notp
3332	pypiwin32	
3333	mypy-boto3-grafana	notp
3334	mypy-boto3-ivs-realtime	notp
3335	ariadne-codegen	tp
3336	latex2sympy2-extended	
3337	mypy-boto3-acm-pca	notp
3338	mypy-boto3-rds-data	notp
3339	scmrepo	tp
3340	setuptools-download	notp
3341	mypy-boto3-ds	notp
3342	mypy-boto3-greengrassv2	notp
3343	torch-audiomentations	notp
3344	mypy-boto3-workmailmessageflow	notp
3345	mypy-boto3-mgh	notp
3346	avalara	notp
3347	mypy-boto3-ssm-incidents	notp
3348	mypy-boto3-codepipeline	notp
3349	ibm-watsonx-ai	notp
3350	mypy-boto3-dynamodbstreams	notp
3351	mypy-boto3-cleanrooms	notp
3352	mypy-boto3-devicefarm	notp
3353	alibabacloud-endpoint-util	notp
3354	mypy-boto3-waf	notp
3355	mypy-boto3-workdocs	notp
3356	mypy-boto3-ec2-instance-connect	notp
3357	isal	notp
3358	mypy-boto3-billingconductor	notp
3359	mypy-boto3-wafv2	notp
3360	mypy-boto3-waf-regional	notp
3361	mypy-boto3-appsync	notp
3362	mypy-boto3-autoscaling-plans	notp
3363	mypy-boto3-cloudsearch	notp
3364	mypy-boto3-mediatailor	notp
3365	jieba	notp
3366	mypy-boto3-chime	notp
3367	scantree	tp
3368	mypy-boto3-amplifybackend	notp
3369	mypy-boto3-fsx	notp
3370	sagemaker-train	notp
3371	mypy-boto3-cognito-sync	notp
3372	mypy-boto3-sagemaker-a2i-runtime	notp
3373	primepy	notp
3374	mypy-boto3-codestar-notifications	notp
3375	mypy-boto3-serverlessrepo	notp
3376	dirhash	tp
3377	mypy-boto3-codeguruprofiler	notp
3378	mypy-boto3-discovery	notp
3379	mypy-boto3-cloudsearchdomain	notp
3380	cmd2	
3381	mypy-boto3-account	notp
3382	mypy-boto3-codeguru-reviewer	notp
3383	mypy-boto3-servicecatalog	notp
3384	mypy-boto3-forecast	notp
3385	mypy-boto3-pinpoint	notp
3386	cvss	notp
3387	mypy-boto3-glacier	notp
3388	sagemaker-mlops	
3389	mypy-boto3-cloudhsm	notp
3390	mypy-boto3-cloudcontrol	notp
3391	types-gevent	notp
3392	mypy-boto3-datapipeline	notp
3393	mypy-boto3-iotsecuretunneling	notp
3394	hypothesis-jsonschema	
3395	validate-email	notp
3396	mypy-boto3-applicationcostprofiler	notp
3397	mypy-boto3-greengrass	notp
3398	azure-mgmt-commerce	notp
3399	mypy-boto3-inspector	notp
3400	mypy-boto3-accessanalyzer	notp
3401	mypy-boto3-docdb	notp
3402	mypy-boto3-migrationhubstrategy	notp
3403	mypy-boto3-health	notp
3404	mypy-boto3-iotthingsgraph	notp
3405	mypy-boto3-wisdom	notp
3406	mypy-boto3-pinpoint-email	notp
3407	django-taggit	notp
3408	opencc-python-reimplemented	notp
3409	mypy-boto3-rekognition	notp
3410	mypy-boto3-dsql	notp
3411	mypy-boto3-iot-jobs-data	notp
3412	mypy-boto3-meteringmarketplace	notp
3413	mypy-boto3-codecommit	notp
3414	mypy-boto3-mediastore-data	notp
3415	mypy-boto3-synthetics	notp
3416	mypy-boto3-voice-id	notp
3417	mypy-boto3-frauddetector	notp
3418	mypy-boto3-iotevents-data	notp
3419	mypy-boto3-lex-runtime	notp
3420	pynput	notp
3421	mypy-boto3-forecastquery	notp
3422	mypy-boto3-machinelearning	notp
3423	colorcet	notp
3424	mypy-boto3-kinesis-video-signaling	notp
3425	mypy-boto3-ssm-contacts	notp
3426	mypy-boto3-migrationhub-config	notp
3427	mypy-boto3-mediapackage-vod	notp
3428	mypy-boto3-devops-guru	notp
3429	mini-swe-agent	notp
3430	mypy-boto3-amplifyuibuilder	notp
3431	mypy-boto3-mturk	notp
3432	mypy-boto3-kinesisanalytics	notp
3433	mypy-boto3-databrew	notp
3434	mypy-boto3-mediastore	notp
3435	mypy-boto3-marketplacecommerceanalytics	notp
3436	mypy-boto3-appfabric	notp
3437	mypy-boto3-kinesis-video-media	notp
3438	mypy-boto3-personalize-events	notp
3439	mypy-boto3-lex-models	notp
3440	mypy-boto3-servicecatalog-appregistry	notp
3441	mypy-boto3-tnb	notp
3442	mypy-boto3-swf	notp
3443	azure-mgmt	notp
3444	mypy-boto3-kendra	notp
3445	backports-functools-lru-cache	notp
3446	fast-langdetect	
3447	torch-pitch-shift	
3448	mypy-boto3-mediapackage	notp
3449	mypy-boto3-location	notp
3450	mypy-boto3-sagemaker-edge	notp
3451	mypy-boto3-vpc-lattice	notp
3452	mypy-boto3-application-insights	notp
3453	markdown-graphviz-inline	tp
3454	mypy-boto3-chime-sdk-identity	notp
3455	tentaclio	notp
3456	mypy-boto3-s3outposts	notp
3457	mypy-boto3-iotanalytics	notp
3458	mypy-boto3-support-app	notp
3459	mypy-boto3-connectcases	notp
3460	autoevals	notp
3461	anybadge	tp
3462	mypy-boto3-lexv2-runtime	notp
3463	mypy-boto3-apigatewayv2	notp
3464	mypy-boto3-shield	notp
3465	mypy-boto3-backup-gateway	notp
3466	mypy-boto3-payment-cryptography	notp
3467	mypy-boto3-finspace-data	notp
3468	mypy-boto3-bedrock-data-automation	notp
3469	mypy-boto3-cloudtrail-data	notp
3470	mypy-boto3-codecatalyst	notp
3471	mypy-boto3-clouddirectory	notp
3472	mypy-boto3-snow-device-management	notp
3473	mypy-boto3-wellarchitected	notp
3474	mypy-boto3-deadline	notp
3475	mypy-boto3-storagegateway	notp
3476	mypy-boto3-elasticbeanstalk	notp
3477	pymatting	notp
3478	mypy-boto3-cloud9	notp
3479	azure-mgmt-powerbiembedded	notp
3480	mypy-boto3-kafka	notp
3481	mypy-boto3-appintegrations	notp
3482	mypy-boto3-cur	notp
3483	mypy-boto3-simspaceweaver	notp
3484	mypy-boto3-route53-recovery-cluster	notp
3485	gherkin-official	tp
3486	mypy-boto3-marketplace-catalog	notp
3487	mypy-boto3-braket	notp
3488	mypy-boto3-docdb-elastic	notp
3489	mypy-boto3-mgn	notp
3490	mypy-boto3-codestar-connections	notp
3491	mypy-boto3-dax	notp
3492	mypy-boto3-proton	notp
3493	mypy-boto3-sagemaker-metrics	notp
3494	mypy-boto3-gamelift	notp
3495	mypy-boto3-route53-recovery-readiness	notp
3496	mypy-boto3-iottwinmaker	notp
3497	mypy-boto3-workspaces-web	notp
3498	mypy-boto3-mediapackagev2	notp
3499	mypy-boto3-kinesisvideo	notp
3500	mypy-boto3-license-manager-linux-subscriptions	notp
3501	mypy-boto3-savingsplans	notp
3502	mypy-boto3-kendra-ranking	notp
3503	azure-mgmt-scheduler	notp
3504	mypy-boto3-panorama	notp
3505	dataset	notp
3506	mypy-boto3-neptunedata	notp
3507	mypy-boto3-sagemaker-geospatial	notp
3508	mypy-boto3-evidently	notp
3509	mypy-boto3-migration-hub-refactor-spaces	notp
3510	types-babel	notp
3511	mypy-boto3-appstream	notp
3512	ansiwrap	notp
3513	mypy-boto3-servicediscovery	notp
3514	mypy-boto3-pinpoint-sms-voice	notp
3515	mypy-boto3-iotevents	notp
3516	mypy-boto3-migrationhuborchestrator	notp
3517	mypy-boto3-directconnect	notp
3518	mypy-boto3-kinesis-video-webrtc-storage	notp
3519	mypy-boto3-sagemaker-featurestore-runtime	notp
3520	mypy-boto3-compute-optimizer	notp
3521	mypy-boto3-connect-contact-lens	notp
3522	mypy-boto3-managedblockchain	notp
3523	mypy-boto3-workmail	notp
3524	mypy-boto3-ecr-public	notp
3525	mypy-boto3-kinesis-video-archived-media	notp
3526	mypy-boto3-neptune	notp
3527	mypy-boto3-marketplace-entitlement	notp
3528	azure-mgmt-hanaonazure	notp
3529	mypy-boto3-chime-sdk-messaging	notp
3530	mypy-boto3-globalaccelerator	notp
3531	mypy-boto3-datasync	notp
3532	mypy-boto3-budgets	notp
3533	alibabacloud-tea-xml	notp
3534	azure-mgmt-machinelearningcompute	notp
3535	mypy-boto3-application-signals	notp
3536	azure-mgmt-managementpartner	notp
3537	mypy-boto3-route53domains	notp
3538	mypy-boto3-chime-sdk-meetings	notp
3539	airportsdata	tp
3540	mypy-boto3-controltower	notp
3541	mypy-boto3-supplychain	notp
3542	mypy-boto3-payment-cryptography-data	notp
3543	gender-guesser	notp
3544	mypy-boto3-resource-groups	notp
3545	mypy-boto3-codeguru-security	notp
3546	mypy-boto3-snowball	notp
3547	mypy-boto3-iotdeviceadvisor	notp
3548	mypy-boto3-connectcampaigns	notp
