rank	name	version	summary	uploaded_via	upload_time	filename	recent_7d_downloads	github_url	verdict
510	mmh3	5.2.0	Python extension for MurmurHash (MurmurHash3), a set of fast and robust hash functions.	twine/6.1.0 CPython/3.13.5	2025-07-29T07:43:48.490572	mmh3-5.2.0.tar.gz	7363312	https://github.com/hajimes/mmh3	tp
511	sqlglot	28.10.1	An easily customizable SQL parser and transpiler	twine/6.2.0 CPython/3.10.19	2026-02-09T23:36:23.671219	sqlglot-28.10.1.tar.gz	2904299	https://github.com/tobymao/sqlglot	notp
512	seaborn	0.13.2	Statistical data visualization	python-requests/2.31.0	2024-01-25T13:21:52.551420	seaborn-0.13.2.tar.gz	7382486	https://github.com/mwaskom/seaborn	notp
513	prettytable	3.17.0	A simple Python library for easily displaying tabular data in a visually appealing ASCII table format	twine/6.1.0 CPython/3.13.7	2025-11-14T17:33:20.212294	prettytable-3.17.0.tar.gz	5376111	https://github.com/prettytable/prettytable	tp
514	fastmcp	3.0.1	The fast, Pythonic way to build MCP servers and clients.	"uv/0.10.4 {""installer"":{""name"":""uv"",""version"":""0.10.4"",""subcommand"":[""publish""]},""python"":null,""implementation"":{""name"":null,""version"":null},""distro"":{""name"":""Ubuntu"",""version"":""24.04"",""id"":""noble"",""libc"":null},""system"":{""name"":null,""release"":null},""cpu"":null,""openssl_version"":null,""setuptools_version"":null,""rustc_version"":null,""ci"":true}"	2026-02-21T01:35:25.696171	fastmcp-3.0.1.tar.gz	373048	https://github.com/PrefectHQ/fastmcp	tp
515	diskcache	5.6.3	Disk Cache -- Disk and file backed persistent cache.	twine/4.0.2 CPython/3.11.5	2023-08-31T06:12:00.316130	diskcache-5.6.3.tar.gz	8993959	https://github.com/grantjenks/python-diskcache	tp
516	db-dtypes	1.5.0	Pandas Data Types for SQL systems (BigQuery, Spanner)	twine/6.1.0 CPython/3.11.2	2025-12-15T21:47:21.874393	db_dtypes-1.5.0.tar.gz	3586116	https://github.com/googleapis/python-db-dtypes-pandas	tp
517	rfc3986-validator	0.1.1	Pure python rfc3986 validator	twine/1.14.0 pkginfo/1.5.0.1 requests/2.22.0 setuptools/40.8.0 requests-toolbelt/0.9.1 tqdm/4.36.1 CPython/3.7.5	2019-10-28T16:00:19.144483	rfc3986_validator-0.1.1.tar.gz	9080855	https://github.com/naimetti/rfc3986-validator	notp
518	antlr4-python3-runtime	4.7	ANTLR 4.7 runtime for Python 3.4.0		2017-03-30T21:46:08.195035	antlr4-python3-runtime-4.7.macosx-10.6-x86_64.exe	1574		notp
519	widgetsnbextension	4.0.15	Jupyter interactive widgets for Jupyter Notebook	twine/6.1.0 CPython/3.9.23	2025-11-01T21:15:55.178231	widgetsnbextension-4.0.15.tar.gz	6969195		notp
520	langchain-community	0.4.1	Community contributed LangChain integrations.	twine/6.1.0 CPython/3.13.7	2025-10-27T15:20:32.504885	langchain_community-0.4.1.tar.gz	2302947	https://github.com/langchain-ai/langchain-community	tp
521	pymupdf	1.27.1	A high performance Python library for data extraction, analysis, conversion & manipulation of PDF (and other) documents.	twine/6.2.0 CPython/3.13.5	2026-02-12T13:48:07.129147	pymupdf-1.27.1-cp310-abi3-win32.whl	0	https://github.com/pymupdf/pymupdf	notp
522	jupyterlab-widgets	3.0.16	Jupyter interactive widgets for JupyterLab	twine/6.1.0 CPython/3.9.23	2025-11-01T21:11:29.724182	jupyterlab_widgets-3.0.16.tar.gz	6963383	https://github.com/jupyter-widgets/ipywidgets	notp
523	freezegun	1.5.5	Let your Python tests travel through time	twine/6.1.0 CPython/3.12.9	2025-08-09T10:39:08.338326	freezegun-1.5.5.tar.gz	4255247	https://github.com/spulec/freezegun	tp
524	ipywidgets	8.1.8	Jupyter interactive widgets	twine/6.1.0 CPython/3.9.23	2025-11-01T21:18:12.393643	ipywidgets-8.1.8.tar.gz	6748604		notp
525	xgboost	3.2.0	XGBoost Python Package	twine/6.2.0 CPython/3.12.0	2026-02-10T11:03:05.542257	xgboost-3.2.0.tar.gz	1282428	https://github.com/dmlc/xgboost	notp
526	langgraph	1.0.9	Building stateful, multi-actor applications with LLMs	twine/6.1.0 CPython/3.13.7	2026-02-19T18:19:45.228516	langgraph-1.0.9.tar.gz	1087281	https://github.com/langchain-ai/langgraph	tp
527	langchain-text-splitters	1.1.1	LangChain text splitting utilities	twine/6.1.0 CPython/3.13.7	2026-02-18T23:02:42.798746	langchain_text_splitters-1.1.1.tar.gz	1140359	https://github.com/langchain-ai/langchain	tp
528	cfn-lint	1.44.0	Checks CloudFormation templates for practices and behaviour that could potentially be improved	twine/6.1.0 CPython/3.13.7	2026-02-05T20:04:30.871518	cfn_lint-1.44.0.tar.gz	5633150	https://github.com/aws-cloudformation/cfn-lint	notp
529	click-didyoumean	0.3.1	Enables git-like *did-you-mean* feature in click	poetry/1.8.2 CPython/3.10.13 Linux/6.5.0-1016-azure	2024-03-24T08:22:07.499940	click_didyoumean-0.3.1.tar.gz	8265995	https://github.com/click-contrib/click-didyoumean	notp
530	billiard	4.2.4	Python multiprocessing fork with improvements and bugfixes	twine/6.2.0 CPython/3.13.9	2025-11-30T13:28:48.520846	billiard-4.2.4.tar.gz	5594864	https://github.com/celery/billiard	notp
531	gevent	25.9.1	Coroutine-based network library	twine/6.2.0 CPython/3.9.13	2025-09-17T20:18:49.036122	gevent-25.9.1-cp39-cp39-win32.whl	3900688	https://github.com/gevent/gevent	notp
532	appdirs	1.4.4	"A small Python module for determining appropriate platform-specific dirs, e.g. a ""user data dir""."	twine/1.15.0 pkginfo/1.5.0.1 requests/2.23.0 setuptools/46.1.3 requests-toolbelt/0.9.1 tqdm/4.45.0 CPython/3.5.4	2020-05-11T07:59:51.037820	appdirs-1.4.4.tar.gz	7651476	https://github.com/ActiveState/appdirs	notp
533	ijson	3.4.0.post0	Iterative JSON parser with standard Python iterator interfaces	twine/6.2.0 CPython/3.9.23	2025-10-10T05:29:25.620264	ijson-3.4.0.post0.tar.gz	6780730	https://github.com/ICRAR/ijson	notp
534	terminado	0.18.1	Tornado websocket backend for the Xterm.js Javascript terminal emulator library.	twine/5.0.0 CPython/3.11.8	2024-03-12T14:34:39.026456	terminado-0.18.1.tar.gz	7940958	https://github.com/jupyter/terminado	tp
535	django	4.2.28	A high-level Python web framework that encourages rapid development and clean, pragmatic design.	twine/6.2.0 CPython/3.14.2	2026-02-03T13:55:27.686002	django-4.2.28.tar.gz	0	https://github.com/django/django	notp
536	azure-storage-file-datalake	12.24.0b1	Microsoft Azure File DataLake Storage Client Library for Python	RestSharp/106.13.0.0	2026-01-27T18:47:16.686375	azure_storage_file_datalake-12.24.0b1-py3-none-any.whl	1467996	https://github.com/Azure/azure-sdk-for-python	notp
537	playwright	1.58.0	A high-level API to automate web browsers	RestSharp/106.13.0.0	2026-01-30T15:09:45.710483	playwright-1.58.0-py3-none-win_arm64.whl	3988512	https://github.com/Microsoft/playwright-python	notp
538	adal	1.2.7	Note: This library is already replaced by MSAL Python, available here: https://pypi.org/project/msal/ .ADAL Python remains available here as a legacy. The ADAL for Python library makes it easy for python application to authenticate to Azure Active Directory (AAD) in order to access AAD protected web resources.	twine/3.4.1 importlib_metadata/3.10.0 pkginfo/1.7.0 requests/2.25.1 requests-toolbelt/0.9.1 tqdm/4.59.0 CPython/3.6.7	2021-04-05T16:33:40.880880	adal-1.2.7.tar.gz	8536401	https://github.com/AzureAD/azure-activedirectory-library-for-python	notp
539	jupyter-server-terminals	0.5.4	A Jupyter Server Extension Providing Terminals.	twine/6.2.0 CPython/3.12.12	2026-01-14T16:53:20.213342	jupyter_server_terminals-0.5.4.tar.gz	6963660	https://github.com/jupyter-server/jupyter_server_terminals	tp
540	amqp	5.3.1	Low-level AMQP client for Python (fork of amqplib).	twine/5.1.1 CPython/3.12.7	2024-11-12T19:55:44.051128	amqp-5.3.1.tar.gz	7334737	https://github.com/celery/py-amqp	notp
541	vine	5.1.0	Python promises.	twine/4.0.2 CPython/3.10.12	2023-11-05T08:46:53.857015	vine-5.1.0.tar.gz	8115592	https://github.com/celery/vine	notp
542	thrift	0.22.0	Python bindings for the Apache Thrift RPC system	twine/6.1.0 CPython/3.12.9	2025-05-23T20:49:33.309868	thrift-0.22.0.tar.gz	1538203		tp
543	lazy-object-proxy	1.12.0	A fast and thorough lazy object proxy.	twine/6.1.0 CPython/3.13.7	2025-08-22T13:50:06.783058	lazy_object_proxy-1.12.0.tar.gz	5887852	https://github.com/ionelmc/python-lazy-object-proxy	notp
544	oauth2client	4.1.3	OAuth 2.0 client library	twine/1.11.0 pkginfo/1.4.2 requests/2.19.1 setuptools/40.2.0 requests-toolbelt/0.8.0 tqdm/4.25.0 CPython/2.7.14	2018-09-07T21:38:18.036955	oauth2client-4.1.3.tar.gz	7962523	https://github.com/google/oauth2client	notp
545	nvidia-cusparselt-cu12	0.8.1	NVIDIA cuSPARSELt	twine/5.0.0 CPython/3.10.18	2025-09-05T18:48:25.074252	nvidia_cusparselt_cu12-0.8.1-py3-none-win_amd64.whl	3296		notp
546	mdit-py-plugins	0.5.0	Collection of plugins for markdown-it-py	python-requests/2.32.4	2025-08-11T07:25:49.083214	mdit_py_plugins-0.5.0.tar.gz	6126700	https://github.com/executablebooks/mdit-py-plugins	notp
547	azure-mgmt-core	1.6.0	Microsoft Azure Management Core Library for Python	RestSharp/106.13.0.0	2025-07-03T02:02:25.203343	azure_mgmt_core-1.6.0-py3-none-any.whl	7792965	https://github.com/Azure/azure-sdk-for-python	notp
548	jupyter-events	0.12.0	Jupyter Event System library	twine/6.1.0 CPython/3.12.8	2025-02-03T17:23:41.485811	jupyter_events-0.12.0.tar.gz	7023019	https://github.com/jupyter/jupyter_events	tp
549	trio-websocket	0.12.2	WebSocket library for Trio	twine/6.1.0 CPython/3.8.18	2025-02-25T05:16:58.947847	trio_websocket-0.12.2.tar.gz	6038655	https://github.com/python-trio/trio-websocket	notp
550	google-cloud-audit-log	0.4.0	Google Cloud Audit Protos	twine/6.1.0 CPython/3.11.2	2025-10-17T02:33:44.641754	google_cloud_audit_log-0.4.0.tar.gz	5135853	https://github.com/googleapis/python-audit-log	notp
551	psycopg-binary	3.3.3	PostgreSQL database adapter for Python -- C optimisation distribution	twine/6.2.0 CPython/3.10.12	2026-02-18T16:52:14.020200	psycopg_binary-3.3.3-cp314-cp314-win_amd64.whl	1259819	https://github.com/psycopg/psycopg	notp
552	zeep	4.3.2	A Python SOAP client	twine/6.1.0 CPython/3.13.7	2025-09-15T10:26:03.400346	zeep-4.3.2.tar.gz	5684023	https://github.com/mvantellingen/python-zeep	tp
553	click-repl	0.3.0	REPL plugin for Click	twine/4.0.2 CPython/3.10.6	2023-06-15T12:43:51.141411	click-repl-0.3.0.tar.gz	7947026	https://github.com/untitaker/click-repl	notp
554	aiosqlite	0.22.1	asyncio bridge to the standard sqlite3 module	twine/6.1.0 CPython/3.13.7	2025-12-23T19:25:43.997176	aiosqlite-0.22.1.tar.gz	4570717	https://github.com/omnilib/aiosqlite	tp
555	fastavro	1.12.1	Fast read/write of AVRO files	twine/6.1.0 CPython/3.13.3	2025-10-10T15:42:32.415840	fastavro-1.12.1-cp39-cp39-win_amd64.whl	4280119	https://github.com/fastavro/fastavro	notp
556	notebook-shim	0.2.4	A shim layer for notebook traits and config	twine/5.0.0 CPython/3.11.8	2024-02-14T23:35:18.353061	notebook_shim-0.2.4.tar.gz	7842330		notp
557	onnxruntime	1.24.2	ONNX Runtime is a runtime accelerator for Machine Learning models	RestSharp/106.13.0.0	2026-02-19T17:15:14.297154	onnxruntime-1.24.2-cp312-cp312-macosx_14_0_arm64.whl	886120		notp
558	pypdf	6.7.1	A pure-python PDF library capable of splitting, merging, cropping, and transforming PDF files	twine/6.1.0 CPython/3.13.7	2026-02-17T17:00:48.880193	pypdf-6.7.1.tar.gz	2117434	https://github.com/py-pdf/pypdf	tp
559	setproctitle	1.3.7	A Python module to customize the process title	twine/6.1.0 CPython/3.10.12	2025-09-05T12:51:25.278257	setproctitle-1.3.7.tar.gz	4453296	https://github.com/dvarrazzo/py-setproctitle	notp
560	retry	0.9.2	Easy to use retry decorator.		2016-05-11T13:58:51.541112	retry-0.9.2.tar.gz	8072469	https://github.com/invl/retry	notp
561	pyodbc	5.3.0	DB API module for ODBC	twine/6.2.0 CPython/3.14.0	2025-10-17T18:04:09.430529	pyodbc-5.3.0.tar.gz	4183352	https://github.com/mkleehammer/pyodbc	notp
562	rich-rst	1.3.2	A beautiful reStructuredText renderer for rich	twine/6.2.0 CPython/3.12.4	2025-10-14T16:49:45.332054	rich_rst-1.3.2.tar.gz	6806875	https://github.com/wasi-master/rich-rst	notp
563	coloredlogs	15.0.1	Colored terminal output for Python's logging module	twine/3.1.1 pkginfo/1.5.0.1 requests/2.22.0 setuptools/45.2.0 requests-toolbelt/0.9.1 tqdm/4.42.1 CPython/3.6.9	2021-06-11T10:22:45.202780	coloredlogs-15.0.1.tar.gz	5976573		notp
564	ordered-set	4.1.0	An OrderedSet is a custom MutableSet that remembers its order, so that every	python-requests/2.27.1	2022-01-26T14:38:56.600833	ordered-set-4.1.0.tar.gz	7567719	https://github.com/rspeer/ordered-set	notp
565	fakeredis	2.34.0	Python implementation of redis API, can be used for testing purposes.	twine/6.1.0 CPython/3.13.7	2026-02-16T15:56:34.318984	fakeredis-2.34.0.tar.gz	3511607	https://github.com/cunla/fakeredis-py	tp
566	delta-spark	4.1.0	Python APIs for using Delta Lake with Apache Spark	twine/3.8.0 pkginfo/1.10.0 readme-renderer/34.0 requests/2.27.1 requests-toolbelt/1.0.0 urllib3/1.26.20 tqdm/4.64.1 importlib-metadata/4.8.3 keyring/23.4.1 rfc3986/1.5.0 colorama/0.4.5 CPython/3.6.15	2026-02-20T18:37:59.800216	delta_spark-4.1.0.tar.gz	83030	https://github.com/delta-io/delta	notp
567	mlflow	3.10.0	MLflow is an open source platform for the complete machine learning lifecycle	twine/6.2.0 CPython/3.9.24	2026-02-20T13:48:10.960458	mlflow-3.10.0.tar.gz	269415	https://github.com/mlflow/mlflow	notp
568	gspread	6.2.1	Google Spreadsheets Python API	twine/6.1.0 CPython/3.12.9	2025-05-14T15:56:25.254460	gspread-6.2.1.tar.gz	3199248	https://github.com/burnash/gspread	notp
569	apache-airflow-providers-common-sql	1.32.0rc1	Provider package apache-airflow-providers-common-sql for Apache Airflow	twine/6.1.0 CPython/3.9.25	2026-02-20T12:01:59.977842	apache_airflow_providers_common_sql-1.32.0rc1.tar.gz	691	https://github.com/apache/airflow	notp
570	google-cloud-run	0.15.0	Google Cloud Run API client library	twine/6.2.0 CPython/3.11.2	2026-01-22T15:37:10.951799	google_cloud_run-0.15.0.tar.gz	1027507	https://github.com/googleapis/google-cloud-python	tp
571	mashumaro	3.20	Fast and well tested serialization library	twine/6.1.0 CPython/3.13.7	2026-02-09T21:53:55.240201	mashumaro-3.20.tar.gz	1132894	https://github.com/Fatal1ty/mashumaro	tp
572	google-cloud-texttospeech	2.34.0	Google Cloud Texttospeech API client library	twine/6.2.0 CPython/3.11.2	2026-01-15T13:05:09.152789	google_cloud_texttospeech-2.34.0.tar.gz	931186	https://github.com/googleapis/google-cloud-python	tp
573	google-cloud-bigquery-datatransfer	3.21.0	Google Cloud Bigquery Datatransfer API client library	twine/6.2.0 CPython/3.11.2	2026-01-15T13:14:43.358825	google_cloud_bigquery_datatransfer-3.21.0.tar.gz	864876	https://github.com/googleapis/google-cloud-python	tp
574	semantic-version	2.10.0	A library implementing the 'SemVer' scheme.	twine/3.3.0 pkginfo/1.7.0 requests/2.25.1 setuptools/54.0.0 requests-toolbelt/0.9.1 tqdm/4.58.0 CPython/3.8.13	2022-05-26T13:35:23.454764	semantic_version-2.10.0.tar.gz	7288678	https://github.com/rbarrois/python-semanticversion	notp
575	jupyter-lsp	2.3.0	Multi-Language Server WebSocket proxy for Jupyter Notebook/Lab server	twine/6.1.0 CPython/3.11.4	2025-08-27T17:47:34.671753	jupyter_lsp-2.3.0.tar.gz	6786696	https://github.com/jupyter-lsp/jupyterlab-lsp	notp
576	google-cloud-orchestration-airflow	1.19.0	Google Cloud Orchestration Airflow API client library	twine/6.2.0 CPython/3.11.2	2026-01-15T13:04:37.951613	google_cloud_orchestration_airflow-1.19.0.tar.gz	798283	https://github.com/googleapis/google-cloud-python	tp
577	python-jose	3.5.0	JOSE implementation in Python	twine/6.1.0 CPython/3.11.3	2025-05-28T17:31:54.288302	python_jose-3.5.0.tar.gz	4740868	https://github.com/mpdavis/python-jose	notp
578	google-cloud-dataproc-metastore	1.21.0	Google Cloud Dataproc Metastore API client library	twine/6.2.0 CPython/3.11.2	2026-01-15T13:15:42.315070	google_cloud_dataproc_metastore-1.21.0.tar.gz	794488	https://github.com/googleapis/google-cloud-python	tp
579	imageio	2.37.2	Read and write images and video across all major formats. Supports scientific and volumetric data.	twine/6.1.0 CPython/3.13.7	2025-11-04T14:29:39.898455	imageio-2.37.2.tar.gz	0	https://github.com/imageio/imageio	tp
580	dateparser	1.3.0	Date parsing library designed to parse dates from HTML pages	twine/6.2.0 CPython/3.14.2	2026-02-04T16:00:06.162415	dateparser-1.3.0.tar.gz	3450108	https://github.com/scrapinghub/dateparser	tp
581	tldextract	5.3.1	Accurately separates a URL's subdomain, domain, and public suffix, using the Public Suffix List (PSL). By default, this includes the public ICANN TLDs and their exceptions. You can optionally support the Public Suffix List's private domains as well.	twine/6.2.0 CPython/3.10.19	2025-12-28T23:58:05.532020	tldextract-5.3.1.tar.gz	3320808	https://github.com/john-kurkowski/tldextract	notp
582	purecloudplatformclientv2	250.0.0	PureCloud Platform API SDK	twine/6.2.0 CPython/3.10.12	2026-02-09T09:04:53.960927	purecloudplatformclientv2-250.0.0.tar.gz	0		notp
583	azure-storage-queue	12.16.0b1	Microsoft Azure Azure Queue Storage Client Library for Python	RestSharp/106.13.0.0	2026-01-27T17:17:37.002534	azure_storage_queue-12.16.0b1-py3-none-any.whl	1726	https://github.com/Azure/azure-sdk-for-python	notp
584	langgraph-prebuilt	1.0.8	Library with high-level APIs for creating and executing LangGraph agents and tools.	twine/6.1.0 CPython/3.13.7	2026-02-19T18:14:39.083988	langgraph_prebuilt-1.0.8.tar.gz	1107044	https://github.com/langchain-ai/langgraph	tp
585	ddtrace	4.5.0rc4	Datadog APM client library	twine/6.2.0 CPython/3.12.0	2026-02-18T19:49:43.651772	ddtrace-4.5.0rc4.tar.gz	6679	https://github.com/DataDog/dd-trace-py	notp
586	rich-click	1.9.7	Format click help output nicely with rich	twine/6.1.0 CPython/3.13.7	2026-01-31T04:29:27.707680	rich_click-1.9.7.tar.gz	5409640	https://github.com/ewels/rich-click	notp
587	types-urllib3	1.26.25.14	Typing stubs for urllib3	twine/4.0.2 CPython/3.11.4	2023-07-20T15:19:31.307476	types-urllib3-1.26.25.14.tar.gz	6813725	https://github.com/python/typeshed	notp
588	h5py	3.15.1	Read and write HDF5 files from Python	twine/6.1.0 CPython/3.13.7	2025-10-16T10:35:27.404111	h5py-3.15.1.tar.gz	4199525	https://github.com/h5py/h5py	tp
589	inspect-ai	0.3.180	Framework for large language model evaluations	twine/6.2.0 CPython/3.12.3	2026-02-20T17:40:57.250021	inspect_ai-0.3.180.tar.gz	3826	https://github.com/UKGovernmentBEIS/inspect_ai	tp
590	snowflake-snowpark-python	1.45.0	Snowflake Snowpark for Python	twine/6.1.0 CPython/3.13.7	2026-02-02T23:10:47.926578	snowflake_snowpark_python-1.45.0.tar.gz	1918662	https://github.com/snowflakedb/snowpark-python	notp
591	python-docx	1.2.0	Create, read, and update Microsoft Word .docx files.	twine/6.1.0 CPython/3.9.23	2025-06-16T20:46:27.921066	python_docx-1.2.0.tar.gz	5378229	https://github.com/python-openxml/python-docx	notp
592	nvidia-cufile-cu12	1.14.1.1	cuFile GPUDirect libraries	twine/5.0.0 CPython/3.10.18	2025-06-05T20:06:11.898599	nvidia_cufile_cu12-1.14.1.1-py3-none-manylinux2014_x86_64.manylinux_2_17_x86_64.whl	123651		notp
593	google-cloud-bigquery-storage	2.36.2	Google Cloud Bigquery Storage API client library	twine/6.2.0 CPython/3.11.2	2026-02-19T16:03:10.544375	google_cloud_bigquery_storage-2.36.2.tar.gz	757045	https://github.com/googleapis/google-cloud-python	tp
594	google-cloud-automl	2.18.1	Google Cloud Automl API client library	twine/6.2.0 CPython/3.11.2	2026-01-29T15:32:50.011741	google_cloud_automl-2.18.1.tar.gz	796023	https://github.com/googleapis/google-cloud-python	tp
595	mlflow-skinny	3.10.0	MLflow is an open source platform for the complete machine learning lifecycle	twine/6.2.0 CPython/3.9.24	2026-02-20T12:57:22.456825	mlflow_skinny-3.10.0.tar.gz	321305	https://github.com/mlflow/mlflow	notp
596	rfc3986	2.0.0	Validating URI References per RFC 3986	twine/3.7.1 importlib_metadata/4.10.0 pkginfo/1.8.2 requests/2.27.1 requests-toolbelt/0.9.1 tqdm/4.62.3 CPython/3.10.1	2022-01-10T00:52:30.832978	rfc3986-2.0.0.tar.gz	6443190		notp
597	py-key-value-aio	0.4.4	Async Key-Value Store - A pluggable interface for KV Stores	"uv/0.10.3 {""installer"":{""name"":""uv"",""version"":""0.10.3"",""subcommand"":[""publish""]},""python"":null,""implementation"":{""name"":null,""version"":null},""distro"":{""name"":""Ubuntu"",""version"":""24.04"",""id"":""noble"",""libc"":null},""system"":{""name"":null,""release"":null},""cpu"":null,""openssl_version"":null,""setuptools_version"":null,""rustc_version"":null,""ci"":true}"	2026-02-16T21:21:44.241427	py_key_value_aio-0.4.4-py3-none-any.whl	2579479		tp
598	universal-pathlib	0.3.9	pathlib api extended to use fsspec backends	twine/6.1.0 CPython/3.13.7	2026-01-31T22:35:35.183510	universal_pathlib-0.3.9.tar.gz	3869883	https://github.com/fsspec/universal_pathlib	tp
599	llama-parse	0.6.94	Parse files into RAG-Optimized formats.	"uv/0.10.2 {""installer"":{""name"":""uv"",""version"":""0.10.2"",""subcommand"":[""publish""]},""python"":null,""implementation"":{""name"":null,""version"":null},""distro"":{""name"":""Ubuntu"",""version"":""24.04"",""id"":""noble"",""libc"":null},""system"":{""name"":null,""release"":null},""cpu"":null,""openssl_version"":null,""setuptools_version"":null,""rustc_version"":null,""ci"":true}"	2026-02-13T23:29:35.432453	llama_parse-0.6.94-py3-none-any.whl	161223		notp
600	ormsgpack	1.12.2	Fast, correct Python msgpack library supporting dataclasses, datetimes, and numpy	"uv/0.9.26 {""installer"":{""name"":""uv"",""version"":""0.9.26"",""subcommand"":[""publish""]},""python"":null,""implementation"":{""name"":null,""version"":null},""distro"":{""name"":""Ubuntu"",""version"":""24.04"",""id"":""noble"",""libc"":null},""system"":{""name"":null,""release"":null},""cpu"":null,""openssl_version"":null,""setuptools_version"":null,""rustc_version"":null,""ci"":true}"	2026-01-18T20:56:12.047184	ormsgpack-1.12.2-cp311-cp311-musllinux_1_2_aarch64.whl	4267905	https://github.com/ormsgpack/ormsgpack	tp
601	omegaconf	2.4.0.dev4	A flexible configuration library	twine/6.1.0 CPython/3.13.7	2025-10-30T17:55:33.755348	omegaconf-2.4.0.dev4.tar.gz	117600	https://github.com/omry/omegaconf	tp
602	sshtunnel	0.4.0	Pure python SSH tunnels	twine/3.3.0 pkginfo/1.6.1 requests/2.25.1 setuptools/51.0.0 requests-toolbelt/0.9.1 tqdm/4.56.0 CPython/3.8.6	2021-01-11T13:26:32.975793	sshtunnel-0.4.0.tar.gz	5647522	https://github.com/pahaz/sshtunnel	notp
603	dbt-protos	1.0.431	Public proto bindings for dbt	twine/6.1.0 CPython/3.12.9	2026-02-06T21:54:29.810143	dbt_protos-1.0.431.tar.gz	3329456	https://github.com/dbt-labs/proto-python-public	notp
604	moto	5.1.21	A library that allows you to easily mock out tests based on AWS infrastructure	twine/6.1.0 CPython/3.13.7	2026-02-08T21:52:39.157617	moto-5.1.21.tar.gz	1988378	https://github.com/getmoto/moto	tp
605	google-cloud-dataflow-client	0.11.0	Google Cloud Dataflow Client API client library	twine/6.2.0 CPython/3.11.2	2026-01-15T13:14:34.516864	google_cloud_dataflow_client-0.11.0.tar.gz	834194	https://github.com/googleapis/google-cloud-python	tp
606	oss2	2.19.1	Aliyun OSS (Object Storage Service) SDK	twine/5.0.0 CPython/3.8.10	2024-10-25T11:37:46.638745	oss2-2.19.1.tar.gz	810836		notp
607	pandas-gbq	0.33.0	Google BigQuery connector for pandas	twine/6.2.0 CPython/3.11.2	2026-01-05T21:47:09.195067	pandas_gbq-0.33.0.tar.gz	2148852	https://github.com/googleapis/python-bigquery-pandas	tp
608	nh3	0.3.3	Python binding to Ammonia HTML sanitizer Rust crate	maturin/1.12.0	2026-02-14T09:35:15.664719	nh3-0.3.3.tar.gz	6295491	https://github.com/messense/nh3	notp
609	junitparser	4.0.2	Manipulates JUnit/xUnit Result XML files	twine/6.1.0 CPython/3.12.9	2025-06-24T04:37:32.664293	junitparser-4.0.2.tar.gz	6694484	https://github.com/weiwei/junitparser	notp
610	streamlit	1.54.0	A faster way to build and share data apps	twine/6.1.0 CPython/3.13.7	2026-02-04T16:37:54.734870	streamlit-1.54.0.tar.gz	2213512	https://github.com/streamlit/streamlit	tp
611	aioboto3	15.5.0	Async boto3 wrapper	twine/6.1.0 CPython/3.13.7	2025-10-30T13:37:16.122171	aioboto3-15.5.0.tar.gz	2245054	https://github.com/terricain/aioboto3	tp
612	types-pytz	2025.2.0.20251108	Typing stubs for pytz	twine/6.2.0 CPython/3.13.9	2025-11-08T02:55:57.001920	types_pytz-2025.2.0.20251108.tar.gz	3267033	https://github.com/python/typeshed	notp
613	opencv-python-headless	4.13.0.92	Wrapper package for OpenCV python bindings.	twine/6.2.0 CPython/3.10.12	2026-02-05T10:30:14.236092	opencv_python_headless-4.13.0.92-cp37-abi3-manylinux_2_28_x86_64.whl	3533433	https://github.com/opencv/opencv-python	notp
614	gcloud-aio-storage	9.6.1	Python Client for Google Cloud Storage	poetry/2.2.1 CPython/3.12.5 Linux/6.8.0-1040-aws	2025-11-07T19:01:19.338526	gcloud_aio_storage-9.6.1.tar.gz	1565252	https://github.com/talkiq/gcloud-aio	notp
615	tf-keras-nightly	2.21.0.dev2026021310	Deep learning for humans.	twine/6.1.0 CPython/3.8.10	2026-02-13T11:17:03.665816	tf_keras_nightly-2.21.0.dev2026021310-py3-none-any.whl	14394		notp
616	dask	2026.1.2	Parallel PyData with Task Scheduling	twine/6.2.0 CPython/3.12.8	2026-01-30T21:04:20.540001	dask-2026.1.2.tar.gz	878074	https://github.com/dask/dask	notp
617	rfc3987-syntax	1.1.0	Helper functions to syntactically validate strings according to RFC 3987.	twine/6.1.0 CPython/3.9.23	2025-07-18T01:05:05.015375	rfc3987_syntax-1.1.0.tar.gz	6993775	https://github.com/willynilly/rfc3987-syntax	notp
618	sendgrid	6.12.5	Twilio SendGrid library for Python	twine/6.1.0 CPython/3.13.7	2025-09-19T06:23:09.229443	sendgrid-6.12.5.tar.gz	2449686	https://github.com/sendgrid/sendgrid-python	notp
619	langgraph-sdk	0.3.8	SDK for interacting with LangGraph API	twine/6.1.0 CPython/3.13.7	2026-02-19T19:12:37.971053	langgraph_sdk-0.3.8.tar.gz	859966	https://github.com/langchain-ai/langgraph	tp
620	retrying	1.4.2	Retrying	twine/6.1.0 CPython/3.12.9	2025-08-03T03:35:25.189544	retrying-1.4.2.tar.gz	4125574	https://github.com/groodt/retrying	tp
621	sentencepiece	0.2.1	Unsupervised text tokenizer and detokenizer.	twine/6.1.0 CPython/3.12.9	2025-08-12T07:00:51.718066	sentencepiece-0.2.1.tar.gz	4258865	https://github.com/google/sentencepiece	notp
622	checkov	3.2.504	Infrastructure as code static analysis	twine/6.1.0 CPython/3.12.9	2026-02-18T10:02:34.225042	checkov-3.2.504.tar.gz	189812	https://github.com/bridgecrewio/checkov	tp
